epoch,loss,val_loss,train_accuracy,train_cross_entropy,train_macro_f1,train_ef_mae,train_within_one,validation_accuracy,validation_cross_entropy,validation_macro_f1,validation_ef_mae,validation_within_one,run,stage,formulation,members,sampling,weighting,optimizer,learning_rate,l2,dropout
43,0.0680592730641365,0.2938879132270813,0.8915708520520825,0.314546573739333,0.758954457431566,0.10865758014162796,0.9997715678062895,0.5949030049448459,1.3185391940441122,0.3081410855977655,0.45302396348421453,0.9539748953974896,Single ordinal,Strategy,ordinal,1,full,none,Adam,0.001,0.0,0.0
44,0.06703902035951614,0.2960388660430908,0.8984238178633975,0.2970707396690948,0.7490607966506936,0.10180461433031295,0.9997715678062895,0.5983263598326359,1.3296661616199281,0.2889145040861237,0.4484594903004945,0.9547356409281096,Single ordinal,Strategy,ordinal,1,full,none,Adam,0.001,0.0,0.0
45,0.06331948935985565,0.31345394253730774,0.9046676311581512,0.28574913754392456,0.7568666606820234,0.09556080103555928,0.9997715678062895,0.5872955496386458,1.408117346011336,0.32797042976858287,0.46177253708634464,0.9532141498668696,Single ordinal,Strategy,ordinal,1,full,none,Adam,0.001,0.0,0.0
46,0.06325627118349075,0.3088204860687256,0.9074849615472473,0.28239094975249485,0.7236725559694709,0.09266732658189294,0.9998477118708596,0.5964244960060859,1.3904983568799194,0.2848279812262518,0.45188284518828453,0.9535945226321796,Single ordinal,Strategy,ordinal,1,full,none,Adam,0.001,0.0,0.0
47,0.061217375099658966,0.3240940272808075,0.9090839869032209,0.2737893363631417,0.7606958320670157,0.09114444529048961,0.9997715678062895,0.5865348041080258,1.4527377179584249,0.30989965065712444,0.46443514644351463,0.9509319132750095,Single ordinal,Strategy,ordinal,1,full,none,Adam,0.001,0.0,0.0
48,0.060037657618522644,0.3361397683620453,0.9032208939313181,0.28379332671819635,0.7584080367627871,0.09723597045610295,0.999543135612579,0.5857740585774058,1.5089321261929018,0.29387621418645277,0.46177253708634464,0.9547356409281096,Single ordinal,Strategy,ordinal,1,full,none,Adam,0.001,0.0,0.0
49,0.05875421687960625,0.3336711525917053,0.9110637325820452,0.2658943671023304,0.7921417581710518,0.08901241148252494,0.9999238559354299,0.5914796500570559,1.4936833287295148,0.31562016263198006,0.4606314187904146,0.9497907949790795,Single ordinal,Strategy,ordinal,1,full,none,Adam,0.001,0.0,0.0
50,0.05803639441728592,0.3398250341415405,0.915556232391685,0.2625788228355031,0.7992207124239098,0.0845199116728851,0.9999238559354299,0.5796880943324458,1.5187204793364695,0.276773153961417,0.47280334728033474,0.9490300494484595,Single ordinal,Strategy,ordinal,1,full,none,Adam,0.001,0.0,0.0
1,0.232656329870224,0.2233220338821411,0.48975862331531256,1.1120908602018904,0.14059093683554857,0.6476814132338384,0.8834995812076448,0.5055154050969951,1.1110162323605697,0.1285382294083488,0.6428299733739065,0.8752377329783187,Full ordinal ensemble,Strategy,ordinal,3,full,none,Adam,0.001,0.0,0.0
2,0.213493083914121,0.21376270055770874,0.5000380720322851,1.0279042688778495,0.19965776056722004,0.6126551435315617,0.8999466991548009,0.5154050969950551,1.0384573223440705,0.18748912351299687,0.6108786610878661,0.8877900342335489,Full ordinal ensemble,Strategy,ordinal,3,full,none,Adam,0.001,0.0,0.0
3,0.20222422977288565,0.20560328662395477,0.5107743851366786,0.9676814935837221,0.23862419522662434,0.5848625599634508,0.9133480545191502,0.5249144161278052,0.9898550299249171,0.20874812623203598,0.5827310764549258,0.9026245720806391,Full ordinal ensemble,Strategy,ordinal,3,full,none,Adam,0.001,0.0,0.0
4,0.1920169691244761,0.20085041721661887,0.5300388334729308,0.9112207069232054,0.2751131738171112,0.5390999771567806,0.9350491129216477,0.5386078356789654,0.9461569859638551,0.23196796013954243,0.5465956637504754,0.9208824648155192,Full ordinal ensemble,Strategy,ordinal,3,full,none,Adam,0.001,0.0,0.0
5,0.18355538447697958,0.19439161320527396,0.5533389172314018,0.8647225632915857,0.30130247408385663,0.4974491738368994,0.9516485189979441,0.5602890833016356,0.9104860904174736,0.25615511643093164,0.5119817421072651,0.9315329022441993,Full ordinal ensemble,Strategy,ordinal,3,full,none,Adam,0.001,0.0,0.0
6,0.1758799652258555,0.189190740386645,0.5709281961471103,0.8296624273923895,0.33084683046556496,0.47064646310820074,0.9599482220360923,0.5800684670977558,0.8894582158421879,0.27079180494997196,0.48193229364777485,0.9410422213769494,Full ordinal ensemble,Strategy,ordinal,3,full,none,Adam,0.001,0.0,0.0
7,0.16909328599770865,0.18557491401831308,0.5987969237797913,0.7955951341256512,0.370643074065323,0.4344780324373715,0.9679433488159598,0.5956637504754659,0.8672383482685123,0.27997736988142435,0.4575884366679346,0.9497907949790795,Full ordinal ensemble,Strategy,ordinal,3,full,none,Adam,0.001,0.0,0.0
8,0.16297033925851187,0.18291488786538443,0.6530114977537501,0.7609674345407044,0.43744646014599514,0.3667098149699231,0.9805832635346075,0.6154431342715861,0.8473818876853006,0.3408138644775016,0.4241156333206542,0.9619627234689996,Full ordinal ensemble,Strategy,ordinal,3,full,none,Adam,0.001,0.0,0.0
9,0.1573645919561386,0.18050057689348856,0.6686971750552044,0.733992512891959,0.4250498938079941,0.3479022310210919,0.9837051701819843,0.6219094712818563,0.835542757395356,0.3421893741179456,0.41460631418790417,0.9646253328261697,Full ordinal ensemble,Strategy,ordinal,3,full,none,Adam,0.001,0.0,0.0
10,0.15261074900627136,0.18044430514176688,0.7074545039214193,0.7078093542328531,0.46978181496667676,0.303662529505825,0.9888829665727557,0.6352225180677064,0.8272434695362304,0.3556197283229599,0.39710916698364396,0.9684290604792697,Full ordinal ensemble,Strategy,ordinal,3,full,none,Adam,0.001,0.0,0.0
11,0.14816021919250488,0.18010825415452322,0.710043402116805,0.6842182126641718,0.47021601244993155,0.30084519911672886,0.9892636868956065,0.6375047546595664,0.826282067617183,0.35394383997570583,0.39520730315709396,0.9684290604792697,Full ordinal ensemble,Strategy,ordinal,3,full,none,Adam,0.001,0.0,0.0
12,0.14370125532150269,0.1794645537932714,0.7198659864463565,0.6634211872499794,0.4651588939319664,0.28889058097921266,0.9913195766390009,0.6344617725370864,0.8159007391181434,0.3384157461855728,0.39825028527957396,0.9688094332445797,Full ordinal ensemble,Strategy,ordinal,3,full,none,Adam,0.001,0.0,0.0
13,0.14009580512841543,0.18141353130340576,0.7405771720094418,0.6413299253811694,0.5433207223323601,0.2656666412853118,0.9937561867052463,0.6394066184861164,0.8159661314010742,0.3489467026993361,0.3891213389121339,0.9726131608976797,Full ordinal ensemble,Strategy,ordinal,3,full,none,Adam,0.001,0.0,0.0
14,0.13611392676830292,0.17973301808039346,0.7574811543440189,0.6231914442801428,0.4960617418994218,0.24815350643417344,0.9943653392218077,0.6443514644351465,0.8100480219622658,0.3438708669317487,0.38493723849372385,0.9718524153670597,Full ordinal ensemble,Strategy,ordinal,3,full,none,Adam,0.001,0.0,0.0
15,0.13215282062689462,0.1840676615635554,0.7686743318358334,0.6061249553923329,0.5376785134267782,0.23543744765095562,0.995888220513211,0.6397869912514264,0.816220551689603,0.3252716190842529,0.38607835678965385,0.9752757702548498,Full ordinal ensemble,Strategy,ordinal,3,full,none,Adam,0.001,0.0,0.0
16,0.12871622542540231,0.18424135943253836,0.76715145054443,0.5870160511636163,0.4881844039028549,0.2374933373943501,0.9953552120612198,0.6367440091289464,0.8190516340617011,0.3145526281380878,0.3921643210346139,0.9726131608976797,Full ordinal ensemble,Strategy,ordinal,3,full,none,Adam,0.001,0.0,0.0
17,0.12570205330848694,0.18765613933404288,0.7784207721008147,0.5699323518952117,0.5943619895643003,0.22576715145054443,0.9958120764486408,0.6375047546595664,0.8232157219544721,0.34369360390590886,0.3921643210346139,0.9710916698364397,Full ordinal ensemble,Strategy,ordinal,3,full,none,Adam,0.001,0.0,0.0
18,0.12258998304605484,0.18828853964805603,0.7784207721008147,0.5576652811068297,0.5164799862423733,0.2258432955151146,0.9957359323840707,0.6340813997717764,0.8249435649084377,0.3410255332455913,0.39672879421833396,0.9703309243058197,Full ordinal ensemble,Strategy,ordinal,3,full,none,Adam,0.001,0.0,0.0
19,0.11955909927686055,0.19166445235411325,0.8097159826391532,0.5430733367295446,0.6191342811237925,0.19264448336252188,0.9976395339983248,0.6306580448839864,0.8247740985754559,0.34960064414403846,0.39710916698364396,0.9733739064282997,Full ordinal ensemble,Strategy,ordinal,3,full,none,Adam,0.001,0.0,0.0
20,0.11620936542749405,0.19191624720891318,0.8081169572831798,0.5273800848700407,0.5251358258725697,0.19500494936419707,0.9968780933526231,0.6367440091289464,0.826126628022186,0.30694636168900385,0.3917839482693039,0.9729935336629897,Full ordinal ensemble,Strategy,ordinal,3,full,none,Adam,0.001,0.0,0.0
21,0.1139228492975235,0.1973305344581604,0.8167973806441788,0.5072553810662366,0.5951965078832694,0.18495393284093506,0.9982486865148862,0.6348421453023964,0.8392999811809774,0.34585826578381634,0.39368581209585396,0.9722327881323697,Full ordinal ensemble,Strategy,ordinal,3,full,none,Adam,0.001,0.0,0.0
22,0.11048178126414616,0.19569633404413858,0.8321023376227823,0.49107308585424725,0.644233059292739,0.16957283179776136,0.9983248305794563,0.6317991631799164,0.8327653846363062,0.31185802608371693,0.39368581209585396,0.9756561430201598,Full ordinal ensemble,Strategy,ordinal,3,full,none,Adam,0.001,0.0,0.0
23,0.10827140013376872,0.20439242323239645,0.8233457701972131,0.4848313620704075,0.6166635926005809,0.17871011954618138,0.9979441102566055,0.6348421453023964,0.8475559610597595,0.31331438281990137,0.39368581209585396,0.9729935336629897,Full ordinal ensemble,Strategy,ordinal,3,full,none,Adam,0.001,0.0,0.0
24,0.10541374981403351,0.2096343139807383,0.8399451762735095,0.4647935380077857,0.6222864293447696,0.16134927282418335,0.9987055509023072,0.6245720806390263,0.8648057419821855,0.34153340784178443,0.40509699505515406,0.9718524153670597,Full ordinal ensemble,Strategy,ordinal,3,full,none,Adam,0.001,0.0,0.0
25,0.10338302205006282,0.20824369291464487,0.8428386507271758,0.45294549162343467,0.6514326769226503,0.1585319424350872,0.998629406837737,0.6310384176492964,0.8594128813674994,0.306990782058078,0.39786991251426396,0.9729935336629897,Full ordinal ensemble,Strategy,ordinal,3,full,none,Adam,0.001,0.0,0.0
26,0.10004221896330516,0.2138998955488205,0.8555547095103937,0.4386387436623678,0.6674139760844643,0.14558745145815882,0.9988578390314475,0.6295169265880562,0.8672939855587403,0.3183861642916769,0.39825028527957396,0.9733739064282997,Full ordinal ensemble,Strategy,ordinal,3,full,none,Adam,0.001,0.0,0.0
27,0.09847771873076756,0.219611590107282,0.8555547095103937,0.4292854967586121,0.6750545034706605,0.14551130739358867,0.9989339830960177,0.6279954355268162,0.8772148022895658,0.31175525330505166,0.403195131228604,0.9703309243058197,Full ordinal ensemble,Strategy,ordinal,3,full,none,Adam,0.001,0.0,0.0
28,0.09594749410947163,0.21940837800502777,0.8706312342952867,0.41770236941446776,0.6676951693793806,0.13020635041498516,0.9991624152897282,0.6245720806390263,0.8765285490110705,0.3374666185066449,0.401293267402054,0.9752757702548498,Full ordinal ensemble,Strategy,ordinal,3,full,none,Adam,0.001,0.0,0.0
29,0.09380192557970683,0.22330744564533234,0.8734485646843828,0.400855189210523,0.7010297468115514,0.12731287596131882,0.9992385593542983,0.6253328261696462,0.8907305899395166,0.3115243319901541,0.403575503993914,0.9726131608976797,Full ordinal ensemble,Strategy,ordinal,3,full,none,Adam,0.001,0.0,0.0
30,0.09164441376924515,0.23143781224886575,0.8757328866214878,0.39496313168484676,0.6926446142512974,0.12487626589507347,0.9993908474834386,0.6207683529859263,0.9009132043053376,0.3252421431088333,0.4092810954735641,0.9718524153670597,Full ordinal ensemble,Strategy,ordinal,3,full,none,Adam,0.001,0.0,0.0
31,0.08881514519453049,0.23496251304944357,0.8814436914642504,0.38502097980306815,0.6732572147471747,0.1190893169877408,0.9994669915480089,0.6196272346899961,0.9048322878546894,0.31476174594768047,0.4096614682388741,0.9722327881323697,Full ordinal ensemble,Strategy,ordinal,3,full,none,Adam,0.001,0.0,0.0
32,0.08654050529003143,0.24303888281186423,0.8860884794030305,0.3768023730074949,0.7246493799675103,0.11421609685525014,0.9996954237417194,0.6264739444655762,0.9235114103761546,0.33538015448207553,0.403195131228604,0.9722327881323697,Full ordinal ensemble,Strategy,ordinal,3,full,none,Adam,0.001,0.0,0.0
33,0.08492503315210342,0.2433965504169464,0.8940836061828981,0.36241284999962675,0.7067807660467437,0.10652554633366329,0.9993908474834386,0.6211487257512363,0.9236902972322968,0.3299932833462018,0.40661848611639406,0.9737542791936097,Full ordinal ensemble,Strategy,ordinal,3,full,none,Adam,0.001,0.0,0.0
34,0.0827580913901329,0.25021834671497345,0.8972055128302748,0.35186280314501583,0.749152449742592,0.10309906342800579,0.9996954237417194,0.6283758082921262,0.9362976035376156,0.3386048255913066,0.402434385697984,0.9710916698364397,Full ordinal ensemble,Strategy,ordinal,3,full,none,Adam,0.001,0.0,0.0
35,0.08103616287310918,0.24902891119321188,0.9056575039975634,0.34254518420000407,0.7696022230736793,0.09449478413157694,0.9998477118708596,0.6215290985165463,0.936276380722963,0.304695046410947,0.40775960441232406,0.9726131608976797,Full ordinal ensemble,Strategy,ordinal,3,full,none,Adam,0.001,0.0,0.0
36,0.07892099519570668,0.2559896608193715,0.9099977156780629,0.3333641913660922,0.7587261366069612,0.09030686058021777,0.9996954237417194,0.6146823887409661,0.943667570003655,0.3191890063774396,0.41422594142259417,0.9729935336629897,Full ordinal ensemble,Strategy,ordinal,3,full,none,Adam,0.001,0.0,0.0
37,0.07733415812253952,0.2574752668539683,0.9090078428386508,0.32868719265514745,0.7667913615104367,0.09114444529048961,0.9998477118708596,0.6203879802206163,0.9474385257520895,0.32945210429675703,0.40775960441232406,0.9733739064282997,Full ordinal ensemble,Strategy,ordinal,3,full,none,Adam,0.001,0.0,0.0
38,0.07564027110735576,0.2643395761648814,0.919211147491053,0.31404249033325593,0.7759888615581233,0.08094114063808726,0.9998477118708596,0.6238113351084063,0.9525351876660508,0.33519115880040135,0.40775960441232406,0.9703309243058197,Full ordinal ensemble,Strategy,ordinal,3,full,none,Adam,0.001,0.0,0.0
39,0.07342355946699779,0.2692171533902486,0.9249219523338156,0.30662130938378,0.7919140554702535,0.07507804766618442,1.0,0.6173449980981361,0.9637541626794917,0.3047884350173637,0.4130848231266641,0.9710916698364397,Full ordinal ensemble,Strategy,ordinal,3,full,none,Adam,0.001,0.0,0.0
40,0.07216735184192657,0.2750892639160156,0.9276631386583416,0.3039777007908253,0.7993848040320038,0.07241300540622858,0.9999238559354299,0.6177253708634461,0.9681120121945189,0.30877989817476265,0.4130848231266641,0.9703309243058197,Full ordinal ensemble,Strategy,ordinal,3,full,none,Adam,0.001,0.0,0.0
41,0.07048270106315613,0.27789785464604694,0.9316226300159902,0.28732124535827885,0.8068197185135185,0.06852965811315008,0.9998477118708596,0.6177253708634461,0.9773004575717754,0.3356504808132283,0.41688855077976417,0.9672879421833397,Full ordinal ensemble,Strategy,ordinal,3,full,none,Adam,0.001,0.0,0.0
42,0.06863835205634435,0.28302154938379925,0.9367242823421914,0.28603787607900333,0.8215055743475541,0.06335186172237874,0.9999238559354299,0.6188664891593761,0.9852274998753313,0.3274033231990012,0.41460631418790417,0.9680486877139597,Full ordinal ensemble,Strategy,ordinal,3,full,none,Adam,0.001,0.0,0.0
43,0.06701751798391342,0.286352942387263,0.9360389857610599,0.28584913259636363,0.8339826331822836,0.06403715830351024,0.9999238559354299,0.6177253708634461,0.9872656056178087,0.3223134888757931,0.4138455686572841,0.9699505515405097,Full ordinal ensemble,Strategy,ordinal,3,full,none,Adam,0.001,0.0,0.0
44,0.06536710013945897,0.29069437583287555,0.9434249600243662,0.27252406498337667,0.830263754069729,0.0565750399756339,1.0,0.6238113351084063,0.9919939452808444,0.33635895228511475,0.4096614682388741,0.9684290604792697,Full ordinal ensemble,Strategy,ordinal,3,full,none,Adam,0.001,0.0,0.0
45,0.06329971179366112,0.30126722653706867,0.9389324602147263,0.2619100765161456,0.8179078892845261,0.06114368384984391,0.9999238559354299,0.6234309623430963,1.0248324446875015,0.3355022446788805,0.4111829593001141,0.9672879421833397,Full ordinal ensemble,Strategy,ordinal,3,full,none,Adam,0.001,0.0,0.0
46,0.06265134116013844,0.3040696680545807,0.9489073326734181,0.2572700656626736,0.823968623367021,0.051092667326581895,1.0,0.6196272346899961,1.026830439679863,0.3390411010999234,0.41422594142259417,0.9684290604792697,Full ordinal ensemble,Strategy,ordinal,3,full,none,Adam,0.001,0.0,0.0
47,0.06089852253595988,0.3149454991022746,0.9425873753140943,0.25288692107901206,0.828912543366149,0.0574887687504759,0.9999238559354299,0.6200076074553063,1.0527486739145115,0.32527205835825085,0.4138455686572841,0.9680486877139597,Full ordinal ensemble,Strategy,ordinal,3,full,none,Adam,0.001,0.0,0.0
48,0.059111254910628,0.3158441185951233,0.9460138582197518,0.24700851069768837,0.8280746826443779,0.0540622858448184,0.9999238559354299,0.6169646253328261,1.048680183947347,0.32147681538642464,0.41498668695321417,0.9703309243058197,Full ordinal ensemble,Strategy,ordinal,3,full,none,Adam,0.001,0.0,0.0
49,0.05773261561989784,0.32175687948862713,0.954770425645321,0.23795584995755473,0.8392275979014824,0.04522957435467905,1.0,0.6207683529859263,1.0627010992741768,0.320886889421061,0.4108025865348041,0.9699505515405097,Full ordinal ensemble,Strategy,ordinal,3,full,none,Adam,0.001,0.0,0.0
50,0.05679355934262276,0.32919618487358093,0.9543897053224701,0.23399348441581125,0.8422075103748258,0.04561029467752989,1.0,0.605933815138836,1.0630940186831428,0.31547247955541796,0.42906047926968427,0.9657664511220997,Full ordinal ensemble,Strategy,ordinal,3,full,none,Adam,0.001,0.0,0.0
