epoch,loss,val_loss,train_accuracy,train_cross_entropy,train_macro_f1,train_ef_mae,train_within_one,validation_accuracy,validation_cross_entropy,validation_macro_f1,validation_ef_mae,validation_within_one,run,stage,formulation,members,sampling,weighting,optimizer,learning_rate,l2,dropout
19,0.3625052571296692,0.3027583161989848,0.4872458691844971,1.2470048502290707,0.10920540651238993,0.6706007766694586,0.8757328866214878,0.503233168505135,1.232233778960015,0.11158906882591092,0.6527196652719666,0.8721947508558388,SGD-3,Modeling,ordinal,3,partial,none,SGD,0.001,0.0,0.0
20,0.36119089523951214,0.30202609300613403,0.4872458691844971,1.2449310400003653,0.10920540651238993,0.6706007766694586,0.8757328866214878,0.503233168505135,1.2303955477345372,0.11158906882591092,0.6527196652719666,0.8721947508558388,SGD-3,Modeling,ordinal,3,partial,none,SGD,0.001,0.0,0.0
21,0.3599173625310262,0.30128217736879986,0.4872458691844971,1.2428662150394638,0.10920540651238993,0.6706007766694586,0.8757328866214878,0.503233168505135,1.2285604114766608,0.11158906882591092,0.6527196652719666,0.8721947508558388,SGD-3,Modeling,ordinal,3,partial,none,SGD,0.001,0.0,0.0
22,0.35867879788080853,0.3005296587944031,0.4872458691844971,1.2408126252239426,0.10920540651238993,0.6706007766694586,0.8757328866214878,0.503233168505135,1.226734260240423,0.11158906882591092,0.6527196652719666,0.8721947508558388,SGD-3,Modeling,ordinal,3,partial,none,SGD,0.001,0.0,0.0
23,0.3574672242005666,0.29977455735206604,0.4872458691844971,1.2387823010061794,0.10920540651238993,0.6706007766694586,0.8757328866214878,0.503233168505135,1.2249229047552486,0.11158906882591092,0.6527196652719666,0.8721947508558388,SGD-3,Modeling,ordinal,3,partial,none,SGD,0.001,0.0,0.0
24,0.3562883138656616,0.2990085581938426,0.4872458691844971,1.2367525418195748,0.10920540651238993,0.6706007766694586,0.8757328866214878,0.503233168505135,1.2231092503294392,0.11158906882591092,0.6527196652719666,0.8721947508558388,SGD-3,Modeling,ordinal,3,partial,none,SGD,0.001,0.0,0.0
25,0.35513564944267273,0.29825026790301007,0.4872458691844971,1.2347560479295157,0.10920540651238993,0.6706007766694586,0.8757328866214878,0.503233168505135,1.2213173100908263,0.11158906882591092,0.6527196652719666,0.8721947508558388,SGD-3,Modeling,ordinal,3,partial,none,SGD,0.001,0.0,0.0
26,0.35401150584220886,0.29748502373695374,0.4872458691844971,1.2327710703954726,0.10920540651238993,0.6706007766694586,0.8757328866214878,0.503233168505135,1.219533399184485,0.11158906882591092,0.6527196652719666,0.8721947508558388,SGD-3,Modeling,ordinal,3,partial,none,SGD,0.001,0.0,0.0
27,0.3529113431771596,0.29670705397923786,0.4872458691844971,1.230795126932734,0.10920540651238993,0.6706007766694586,0.8757328866214878,0.503233168505135,1.2177517295036948,0.11158906882591092,0.6527196652719666,0.8721947508558388,SGD-3,Modeling,ordinal,3,partial,none,SGD,0.001,0.0,0.0
28,0.35183367133140564,0.29593122998873395,0.4872458691844971,1.2288315751201615,0.10920540651238993,0.6706007766694586,0.8757328866214878,0.503233168505135,1.2159783541656903,0.11158906882591092,0.6527196652719666,0.8721947508558388,SGD-3,Modeling,ordinal,3,partial,none,SGD,0.001,0.0,0.0
29,0.35077622532844543,0.29514938592910767,0.4872458691844971,1.2268830230408059,0.10920540651238993,0.6706007766694586,0.8757328866214878,0.503233168505135,1.214210474822424,0.11158906882591092,0.6527196652719666,0.8721947508558388,SGD-3,Modeling,ordinal,3,partial,none,SGD,0.001,0.0,0.0
30,0.3497400184472402,0.2943720916906993,0.4872458691844971,1.2249542225527628,0.10920540651238993,0.6706007766694586,0.8757328866214878,0.503233168505135,1.2124566703079085,0.11158906882591092,0.6527196652719666,0.8721947508558388,SGD-3,Modeling,ordinal,3,partial,none,SGD,0.001,0.0,0.0
31,0.3487217128276825,0.2936021089553833,0.4872458691844971,1.223050088849677,0.10920540651238993,0.6706007766694586,0.8757328866214878,0.503233168505135,1.210722895600844,0.11158906882591092,0.6527196652719666,0.8721947508558388,SGD-3,Modeling,ordinal,3,partial,none,SGD,0.001,0.0,0.0
32,0.34772204359372455,0.29282201329867047,0.4872458691844971,1.2211488019171115,0.10920540651238993,0.6706007766694586,0.8757328866214878,0.503233168505135,1.208989285625234,0.11158906882591092,0.6527196652719666,0.8721947508558388,SGD-3,Modeling,ordinal,3,partial,none,SGD,0.001,0.0,0.0
33,0.3467446168263753,0.29204822580019635,0.4872458691844971,1.2192769709347722,0.10920540651238993,0.6706007766694586,0.8757328866214878,0.503233168505135,1.2072766205078485,0.11158906882591092,0.6527196652719666,0.8721947508558388,SGD-3,Modeling,ordinal,3,partial,none,SGD,0.001,0.0,0.0
34,0.34578268726666767,0.2912802000840505,0.4872458691844971,1.21742284450497,0.10920540651238993,0.6706007766694586,0.8757328866214878,0.503233168505135,1.205579585919081,0.11158906882591092,0.6527196652719666,0.8721947508558388,SGD-3,Modeling,ordinal,3,partial,none,SGD,0.001,0.0,0.0
35,0.3448391755421956,0.2904985149701436,0.4872458691844971,1.2155698074360382,0.10920540651238993,0.6706007766694586,0.8757328866214878,0.503233168505135,1.2038759966499517,0.11158906882591092,0.6527196652719666,0.8721947508558388,SGD-3,Modeling,ordinal,3,partial,none,SGD,0.001,0.0,0.0
36,0.3439147174358368,0.28972646594047546,0.4872458691844971,1.2137440293540673,0.10920540651238993,0.6706007766694586,0.8757328866214878,0.503233168505135,1.2021963984815054,0.11161731207289294,0.6523392925066566,0.8721947508558388,SGD-3,Modeling,ordinal,3,partial,none,SGD,0.001,0.0,0.0
37,0.34300915400187176,0.2889573077360789,0.4872458691844971,1.2119385295880172,0.10920540651238993,0.6706007766694586,0.8757328866214878,0.503233168505135,1.2005264923389425,0.11161731207289294,0.6523392925066566,0.8721947508558388,SGD-3,Modeling,ordinal,3,partial,none,SGD,0.001,0.0,0.0
38,0.34212226668993634,0.28819629549980164,0.4873220132490672,1.210156303507851,0.15683004551982074,0.6702200563466078,0.875809030686058,0.503233168505135,1.1988778916058378,0.11161731207289294,0.6523392925066566,0.8721947508558388,SGD-3,Modeling,ordinal,3,partial,none,SGD,0.001,0.0,0.0
39,0.3412524263064067,0.2874271174271901,0.4873220132490672,1.2083905034060227,0.1508832565284178,0.6699916241528973,0.8758851747506282,0.503233168505135,1.1972331487978372,0.11161731207289294,0.6523392925066566,0.8721947508558388,SGD-3,Modeling,ordinal,3,partial,none,SGD,0.001,0.0,0.0
40,0.34040112296740216,0.28668402632077533,0.4873220132490672,1.2066527620009984,0.146259219432449,0.6699154800883271,0.8758851747506282,0.503233168505135,1.1956198062301768,0.11161731207289294,0.6523392925066566,0.8721947508558388,SGD-3,Modeling,ordinal,3,partial,none,SGD,0.001,0.0,0.0
41,0.33956602215766907,0.285928338766098,0.4873220132490672,1.2049276247506,0.146259219432449,0.6699154800883271,0.8758851747506282,0.503233168505135,1.194004590316778,0.11161731207289294,0.6523392925066566,0.8721947508558388,SGD-3,Modeling,ordinal,3,partial,none,SGD,0.001,0.0,0.0
42,0.33874740203221637,0.28516802191734314,0.4873220132490672,1.2032178495798553,0.14256110883517684,0.6698393360237569,0.8758851747506282,0.503233168505135,1.1924018303038302,0.11161731207289294,0.6523392925066566,0.8721947508558388,SGD-3,Modeling,ordinal,3,partial,none,SGD,0.001,0.0,0.0
43,0.337947150071462,0.2844300965468089,0.4873220132490672,1.2015418808032001,0.14256110883517684,0.6698393360237569,0.8758851747506282,0.503233168505135,1.1908267062409863,0.11161731207289294,0.6523392925066566,0.8721947508558388,SGD-3,Modeling,ordinal,3,partial,none,SGD,0.001,0.0,0.0
44,0.337162325779597,0.28368572394053143,0.4873220132490672,1.199876693495079,0.1395363994841641,0.6699154800883271,0.8758851747506282,0.503233168505135,1.1892532161524034,0.11161731207289294,0.6523392925066566,0.8721947508558388,SGD-3,Modeling,ordinal,3,partial,none,SGD,0.001,0.0,0.0
45,0.33639243245124817,0.2829521993796031,0.4873220132490672,1.198239550801281,0.1330596774665613,0.6695347597654763,0.8760374628797685,0.503233168505135,1.187707138486191,0.11161731207289294,0.6523392925066566,0.8721947508558388,SGD-3,Modeling,ordinal,3,partial,none,SGD,0.001,0.0,0.0
46,0.33563798666000366,0.2822285294532776,0.4873981573136374,1.1966199688515542,0.1463095780206436,0.6684687428614939,0.8763420391380492,0.503233168505135,1.1861730255463878,0.11164556962025317,0.6511981742107266,0.8725751236211488,SGD-3,Modeling,ordinal,3,partial,none,SGD,0.001,0.0,0.0
47,0.33489922682444256,0.2815099557240804,0.4873981573136374,1.1950234777077633,0.14261707142125216,0.668011878474073,0.8764943272671896,0.503233168505135,1.1846582011830016,0.11164556962025317,0.6511981742107266,0.8725751236211488,SGD-3,Modeling,ordinal,3,partial,none,SGD,0.001,0.0,0.0
48,0.3341722786426544,0.2807999948660533,0.4873981573136374,1.1934542273969417,0.1410353692466722,0.6679357344095028,0.8764943272671896,0.503233168505135,1.1831617714547014,0.11164556962025317,0.6511981742107266,0.8725751236211488,SGD-3,Modeling,ordinal,3,partial,none,SGD,0.001,0.0,0.0
49,0.3334619303544362,0.28011055787404376,0.4873981573136374,1.1919149914030216,0.13828604529403246,0.6674788700220817,0.8766466153963298,0.503233168505135,1.1816967201074116,0.11164556962025317,0.6511981742107266,0.8725751236211488,SGD-3,Modeling,ordinal,3,partial,none,SGD,0.001,0.0,0.0
50,0.33276482423146564,0.27941365043322247,0.4873981573136374,1.190385375361181,0.13597840755735494,0.6671742937638011,0.8767227594609001,0.503233168505135,1.1802348786132992,0.11167384147885541,0.6508178014454165,0.8725751236211488,SGD-3,Modeling,ordinal,3,partial,none,SGD,0.001,0.0,0.0
1,0.5013322234153748,0.3982895016670227,0.4876265895073479,1.1338260301938319,0.11727837345306252,0.6640523871164242,0.8770273357191807,0.502472422974515,1.1223810612507032,0.11851689608500554,0.6595663750475466,0.8706732597945988,L2,Modeling,ordinal,3,partial,none,Adam,0.001,0.001,0.0
2,0.4322989284992218,0.35188772281010944,0.4878550217010584,1.1025664386186163,0.1245645523389725,0.6553719637554253,0.8796162339145663,0.503613541270445,1.0940408034593276,0.12236134882743298,0.6466337010270065,0.8733358691517688,L2,Modeling,ordinal,3,partial,none,Adam,0.001,0.001,0.0
3,0.39238784710566205,0.3226177493731181,0.4942511231249524,1.0815886516676283,0.17157218139570826,0.633290185030077,0.8901241148252493,0.5066565233929251,1.0777309056284636,0.1414779042090125,0.6363636363636364,0.8790414606314187,L2,Modeling,ordinal,3,partial,none,Adam,0.001,0.001,0.0
4,0.36304794748624164,0.3034079670906067,0.5011802330008376,1.0651843753550538,0.1987176138519978,0.6117414147567197,0.9003274194776517,0.5131228604031951,1.0666042186089955,0.1756351934700308,0.6162038798022061,0.8893115252947889,L2,Modeling,ordinal,3,partial,none,Adam,0.001,0.001,0.0
5,0.3410508334636688,0.29180150230725604,0.5081093428767227,1.0490133623692732,0.22049467900685352,0.5916393817101957,0.9103784360009137,0.5192088246481552,1.0522294505461938,0.17945257367892467,0.5971852415367059,0.897299353366299,L2,Modeling,ordinal,3,partial,none,Adam,0.001,0.001,0.0
6,0.32485707600911456,0.2725437978903453,0.51138353765324,1.0308254346345516,0.23609706033781808,0.5823498058326353,0.9147186476814132,0.5211106884747052,1.0367100825690403,0.18695937027033074,0.5850133130467858,0.9022441993153291,L2,Modeling,ordinal,3,partial,none,Adam,0.001,0.001,0.0
7,0.31032223502794903,0.2602374255657196,0.5164851899794412,1.0099118612796867,0.25635776650438163,0.5687961623391457,0.9211147491053072,0.5245340433624952,1.0174756236929412,0.20025733090983736,0.5766451122099657,0.9060479269684291,L2,Modeling,ordinal,3,partial,none,Adam,0.001,0.001,0.0
8,0.29874399304389954,0.25542886058489483,0.5240995964364578,0.9956553387600026,0.26609082143463947,0.5500647224548847,0.9301758927891571,0.5355648535564853,1.006348176911938,0.22361593962373227,0.5526816279954355,0.9178394826930392,L2,Modeling,ordinal,3,partial,none,Adam,0.001,0.001,0.0
9,0.28921930988629657,0.2500227491060893,0.5292773928272291,0.9841496607076575,0.2745267286941912,0.5367395111551054,0.9371050026650423,0.5382274629136554,0.9983006426467365,0.23251199852725382,0.5450741726892354,0.9216432103461392,L2,Modeling,ordinal,3,partial,none,Adam,0.001,0.001,0.0
10,0.28119130929311115,0.24027442932128906,0.5329323079265971,0.9681754564846399,0.2847427558899,0.5294296809563694,0.9405314855706998,0.5397489539748954,0.9836581762023718,0.22968987155127976,0.5408900722708254,0.9239254469379993,L2,Modeling,ordinal,3,partial,none,Adam,0.001,0.001,0.0
11,0.2742571532726288,0.23890244960784912,0.5362065027031143,0.9584049345847353,0.294803448826714,0.5219675626284931,0.9442625447346379,0.5462152909851654,0.9747685363004771,0.24998519561167312,0.5279573982502853,0.9296310384176493,L2,Modeling,ordinal,3,partial,none,Adam,0.001,0.001,0.0
12,0.26715339223543805,0.23645459612210593,0.5414604431584558,0.9473112642798769,0.30965074494589484,0.5104698088783979,0.9498972055128303,0.5477367820464055,0.9671454946744268,0.2503596581456001,0.5218714340053252,0.9338151388360594,L2,Modeling,ordinal,3,partial,none,Adam,0.001,0.001,0.0
13,0.26199133197466534,0.23467530806859335,0.5493794258737531,0.9379441475213751,0.3077884832080936,0.4986674788700221,0.9534759765476282,0.5599087105363256,0.960713822666331,0.26392171727051766,0.502852795739825,0.9402814758463294,L2,Modeling,ordinal,3,partial,none,Adam,0.001,0.001,0.0
14,0.2576623459657033,0.22320754826068878,0.5587451458158836,0.9179145384724976,0.3537027007419766,0.4871697251199269,0.9553795781618822,0.5644731837200456,0.9403688034032479,0.2681831972953454,0.49638645872955495,0.9418029669075694,L2,Modeling,ordinal,3,partial,none,Adam,0.001,0.001,0.0
15,0.25220266977945965,0.22759119172890982,0.5723749333739435,0.9152453209030441,0.36829189707839266,0.4665346836214117,0.9617756795857763,0.5701787751996957,0.9446167028691848,0.2795276938672759,0.48611639406618484,0.9463674400912895,L2,Modeling,ordinal,3,partial,none,Adam,0.001,0.001,0.0
16,0.24804607530434927,0.22127904991308847,0.5846341277697403,0.8987805432411807,0.3048808164146533,0.4496307012868347,0.9663443234599863,0.5800684670977558,0.9263119562162977,0.2890211728193021,0.4709014834537847,0.9505515405096995,L2,Modeling,ordinal,3,partial,none,Adam,0.001,0.001,0.0
17,0.24372523526350656,0.22609356045722961,0.5924008223558973,0.9011845019406325,0.3827030460469358,0.4414071423132567,0.9667250437828371,0.5812095853936858,0.9365252331410694,0.32634010786451156,0.4712818562190947,0.9497907949790795,L2,Modeling,ordinal,3,partial,none,Adam,0.001,0.001,0.0
18,0.24068328738212585,0.22149627904097238,0.6057260336556766,0.8894980990992492,0.32716292230350963,0.4220665499124343,0.97258813675474,0.5899581589958159,0.9209003165325566,0.30247812291002135,0.4572080639026246,0.9539748953974896,L2,Modeling,ordinal,3,partial,none,Adam,0.001,0.001,0.0
19,0.2370405246814092,0.21733993788560232,0.6081626437219219,0.8753712345048393,0.389644410496214,0.418716211071347,0.9735780095941521,0.5941422594142259,0.9127136488958737,0.3420429505499591,0.4499809813617345,0.9573982502852796,L2,Modeling,ordinal,3,partial,none,Adam,0.001,0.001,0.0
20,0.23387309412161508,0.21838556230068207,0.6188228127617452,0.872808836023348,0.34726443105072696,0.4063047285464098,0.9751008908855555,0.609357170026626,0.9116688547660742,0.3233743692491332,0.4317230886268543,0.9600608596424496,L2,Modeling,ordinal,3,partial,none,Adam,0.001,0.001,0.0
21,0.23118704557418823,0.21712002654870352,0.6211071346988503,0.8658370078300761,0.3656751933086266,0.4028021015761821,0.9763953399832483,0.602890833016356,0.9085121884772573,0.31767536085792664,0.4393305439330544,0.9593001141118296,L2,Modeling,ordinal,3,partial,none,Adam,0.001,0.001,0.0
22,0.22821874916553497,0.2220213363567988,0.6238483210233762,0.8677872637570583,0.36781982350685233,0.3998324830579456,0.9763953399832483,0.603651578546976,0.9139248194094712,0.3554844576820273,0.44161278052491443,0.9566375047546596,L2,Modeling,ordinal,3,partial,none,Adam,0.001,0.001,0.0
23,0.22498763104279837,0.21868835389614105,0.6313865834158228,0.8536814639671496,0.3694950844310048,0.3897814665346836,0.9788319500494936,0.6104982883225561,0.9020627924956788,0.35822446729749496,0.42944085203499427,0.9615823507036896,L2,Modeling,ordinal,3,partial,none,Adam,0.001,0.001,0.0
24,0.22343825797239938,0.21962214509646097,0.6354983629026117,0.8556735750721978,0.365779396515471,0.3842229498210614,0.9802786872763268,0.608216051730696,0.9039261638765637,0.3297218988997435,0.4324838341574743,0.9600608596424496,L2,Modeling,ordinal,3,partial,none,Adam,0.001,0.001,0.0
25,0.2204996943473816,0.21355299154917398,0.64379806594076,0.8366945767323594,0.36327473860620724,0.3735627807812381,0.9827914414071424,0.6169646253328261,0.889168604483522,0.3346747231991054,0.4203119056675542,0.9634842145302396,L2,Modeling,ordinal,3,partial,none,Adam,0.001,0.001,0.0
26,0.21847498416900635,0.218063955505689,0.6406000152288129,0.8410120272241148,0.38060656239732693,0.37805528059087795,0.9813447041803092,0.5975656143020159,0.9011927567435762,0.3569116383698718,0.4435146443514644,0.9600608596424496,L2,Modeling,ordinal,3,partial,none,Adam,0.001,0.001,0.0
27,0.21674410005410513,0.21124597390492758,0.6473768369755577,0.8232295422727852,0.35236411226142744,0.3692225691007386,0.9834005939237036,0.6173449980981361,0.8790236441344256,0.32519604695759835,0.4195511601369342,0.9638645872955497,L2,Modeling,ordinal,3,partial,none,Adam,0.001,0.001,0.0
28,0.21476156016190848,0.21932876110076904,0.6412091677453743,0.8352657232015016,0.3827671592696613,0.3776745602680271,0.9811162719865987,0.600228223659186,0.8962322012247496,0.36227855951652277,0.4419931532902244,0.9585393685812096,L2,Modeling,ordinal,3,partial,none,Adam,0.001,0.001,0.0
29,0.21260204911231995,0.21463652948538461,0.6424274727784969,0.824195935715325,0.3899962964972863,0.37508566207264143,0.9824868651488616,0.6097375427919361,0.8864516897703795,0.3639800140903991,0.42944085203499427,0.9615823507036896,L2,Modeling,ordinal,3,partial,none,Adam,0.001,0.001,0.0
30,0.2102918177843094,0.21351704994837442,0.653849082464022,0.8152732470592514,0.3723421250997732,0.36122744232087106,0.984923475215107,0.6124001521491061,0.8820704895903889,0.33217665789690076,0.4229745150247242,0.9653860783567897,L2,Modeling,ordinal,3,partial,none,Adam,0.001,0.001,0.0
31,0.20833646754423776,0.2103157937526703,0.6514124723977766,0.804871302419579,0.3712662468379822,0.3635879083225463,0.9849996192796772,0.6135412704450361,0.8730179540081925,0.33162350774963967,0.42601749714720427,0.9612019779383796,L2,Modeling,ordinal,3,partial,none,Adam,0.001,0.001,0.0
32,0.20683137079079947,0.21461103359858194,0.6517931927206274,0.8124381382861465,0.37726736820300383,0.36457778116195844,0.9836290261174141,0.602510460251046,0.881403977214684,0.33339209003067366,0.4321034613921643,0.9661468238874097,L2,Modeling,ordinal,3,partial,none,Adam,0.001,0.001,0.0
33,0.20508656899134317,0.21615230043729147,0.6490520063961014,0.8114953545694049,0.39733633469356106,0.36838498439046674,0.9825630092134318,0.5983263598326359,0.8857123450787416,0.3617748857206689,0.4438950171167744,0.9593001141118296,L2,Modeling,ordinal,3,partial,none,Adam,0.001,0.001,0.0
34,0.20362326006094614,0.21655083696047464,0.6518693367851975,0.8077110430202991,0.3846191310112001,0.3651107896139496,0.983096017665423,0.605553442373526,0.883064361862982,0.33074410956340256,0.4317230886268543,0.9634842145302396,L2,Modeling,ordinal,3,partial,none,Adam,0.001,0.001,0.0
35,0.2029183804988861,0.21521473427613577,0.6501180233000837,0.8029527010538386,0.4000221891552076,0.3672428234219143,0.982639153278002,0.604031951312286,0.8797581427617027,0.3316194391178263,0.4343856979840243,0.9619627234689996,L2,Modeling,ordinal,3,partial,none,Adam,0.001,0.001,0.0
36,0.20047201216220856,0.21365649501482645,0.6560572603365568,0.792783881044659,0.3922913661136424,0.35901926444833626,0.984923475215107,0.5987067325979459,0.8773080338998765,0.32740011000404234,0.4400912894636744,0.9619627234689996,L2,Modeling,ordinal,3,partial,none,Adam,0.001,0.001,0.0
37,0.19937516252199808,0.2136775106191635,0.6520977689789081,0.7890843151295136,0.4086601022422502,0.3652630777430899,0.982639153278002,0.601369341955116,0.8769613929843909,0.3321947618229501,0.4385697984024344,0.9612019779383796,L2,Modeling,ordinal,3,partial,none,Adam,0.001,0.001,0.0
38,0.19836841026941934,0.21369096140066782,0.6576562856925303,0.7819864945488991,0.39016187702039945,0.35650651031752073,0.985837203989949,0.603651578546976,0.8753774022896543,0.33103946998092476,0.4328642069227843,0.9642449600608597,L2,Modeling,ordinal,3,partial,none,Adam,0.001,0.001,0.0
39,0.1968939354022344,0.21624180674552917,0.6580370060153811,0.7854653790710509,0.3997071104398379,0.35810553567349424,0.9838574583111247,0.601369341955116,0.8792602192854116,0.334870821304803,0.4366679345758844,0.9627234689996196,L2,Modeling,ordinal,3,partial,none,Adam,0.001,0.001,0.0
40,0.1958666443824768,0.21995766957600912,0.6498895911063732,0.7937327014217704,0.40111490667485145,0.3686134165841773,0.9814969923094494,0.5891974134651959,0.8905529398743197,0.3242066436095533,0.45264359071890453,0.9589197413465196,L2,Modeling,ordinal,3,partial,none,Adam,0.001,0.001,0.0
41,0.19494548439979553,0.22687786320845285,0.6395339983248306,0.8082450820632295,0.4075119310134929,0.38102489910911447,0.979441102566055,0.5804488398630658,0.9109904291091182,0.3517996469712914,0.46595663750475463,0.9543552681627996,L2,Modeling,ordinal,3,partial,none,Adam,0.001,0.001,0.0
42,0.19446160892645517,0.22416751583417258,0.6472245488464174,0.7992207464530202,0.40897718336475203,0.3717353232315541,0.9810401279220284,0.5872955496386458,0.9010543394028484,0.3227176539275263,0.45492582731076453,0.9581589958158996,L2,Modeling,ordinal,3,partial,none,Adam,0.001,0.001,0.0
43,0.19221859176953635,0.21499388416608176,0.6613873448564684,0.7690698354349317,0.3985789413390921,0.3536130358638544,0.9849996192796772,0.606314187904146,0.8710625642134602,0.33200292255884917,0.4305819703309243,0.9642449600608597,L2,Modeling,ordinal,3,partial,none,Adam,0.001,0.001,0.0
44,0.19018403192361197,0.22159232199192047,0.6590268788547933,0.784111346496066,0.4075051125883325,0.3581816797380644,0.9827914414071424,0.601369341955116,0.888028285502963,0.3285454291772681,0.4385697984024344,0.9608216051730696,L2,Modeling,ordinal,3,partial,none,Adam,0.001,0.001,0.0
45,0.18978814780712128,0.22835274040699005,0.6551435315617148,0.7951504518551031,0.41344532500959935,0.36404477270996727,0.980811695728318,0.5823507036896158,0.9040584489202188,0.31780452691775546,0.4602510460251046,0.9585393685812096,L2,Modeling,ordinal,3,partial,none,Adam,0.001,0.001,0.0
46,0.18926237523555756,0.22088364760080972,0.6549150993680043,0.7711496508502391,0.41660745221910694,0.3621411710957131,0.9829437295362826,0.5949030049448459,0.8846230051749292,0.3256005845694128,0.4480791175351845,0.9581589958158996,L2,Modeling,ordinal,3,partial,none,Adam,0.001,0.001,0.0
47,0.18738305568695068,0.22897855440775552,0.653392218076601,0.7820957457934616,0.4177558404285893,0.3655676540013706,0.9810401279220284,0.5876759224039558,0.8989198445937071,0.32344547215820574,0.4602510460251046,0.9535945226321796,L2,Modeling,ordinal,3,partial,none,Adam,0.001,0.001,0.0
48,0.1878856619199117,0.22955981393655142,0.643341201553339,0.8030170680468547,0.4113138160608781,0.37797913652630777,0.9786796619203533,0.5831114492202358,0.911637898697394,0.3219936587016175,0.46177253708634464,0.9558767592240396,L2,Modeling,ordinal,3,partial,none,Adam,0.001,0.001,0.0
49,0.18498346209526062,0.22170011202494302,0.6626817939541613,0.7638009460763696,0.3910496135199577,0.3529277392827229,0.9843904667631158,0.5941422594142259,0.8851730266173262,0.3256626387772293,0.4442753898820844,0.9623430962343096,L2,Modeling,ordinal,3,partial,none,Adam,0.001,0.001,0.0
50,0.18546725312868753,0.2205601433912913,0.6630625142770121,0.7580555513866641,0.3904940096448182,0.3513287139267494,0.9856087717962385,0.602890833016356,0.878453999274759,0.3245379277188662,0.4340053252187143,0.9638645872955497,L2,Modeling,ordinal,3,partial,none,Adam,0.001,0.001,0.0
1,0.3377792537212372,0.24864627917607626,0.4876265895073479,1.1385287198964187,0.11780711623363671,0.6626817939541613,0.8774842001066017,0.502852795739825,1.125612858471781,0.11902451917844427,0.6557626473944466,0.8714340053252188,Dropout-1,Modeling,ordinal,3,partial,none,Adam,0.001,0.0,0.2
2,0.30918219685554504,0.24057762821515402,0.48793116576562856,1.107078369397736,0.1272648187257138,0.6578085738216706,0.8791593695271454,0.503993914035755,1.0969107735509205,0.12685379979497627,0.6458729554963865,0.8733358691517688,Dropout-1,Modeling,ordinal,3,partial,none,Adam,0.001,0.0,0.2
3,0.2996673285961151,0.23611316084861755,0.49440341125409276,1.08467398257233,0.1686962574330427,0.6339754816112084,0.8896672504378283,0.5089387599847851,1.079237730823051,0.16323839441226315,0.6329402814758464,0.8801825789273487,Dropout-1,Modeling,ordinal,3,partial,none,Adam,0.001,0.0,0.2
4,0.29143067200978595,0.23545706272125244,0.4995812076448641,1.066648490921309,0.1907417167800778,0.6158531942435087,0.8988806822508185,0.5116013693419551,1.0654930873066444,0.16940044579168445,0.6196272346899961,0.8870292887029289,Dropout-1,Modeling,ordinal,3,partial,none,Adam,0.001,0.0,0.2
5,0.28448091944058734,0.23382933934529623,0.5063580293916089,1.0479458200430118,0.2210731478841573,0.5953704408741338,0.9085509784512297,0.5169265880562952,1.049000079426226,0.17184380026222165,0.601749714720426,0.894256371243819,Dropout-1,Modeling,ordinal,3,partial,none,Adam,0.001,0.0,0.2
6,0.27853556474049884,0.22429457306861877,0.5098606563618366,1.0266688174549115,0.23404600273999218,0.5860047209320034,0.912815046067159,0.5214910612400152,1.0296439118283471,0.19496105973506342,0.5888170406998859,0.899581589958159,Dropout-1,Modeling,ordinal,3,partial,none,Adam,0.001,0.0,0.2
7,0.2736518482367198,0.2242878625790278,0.5146577324297571,1.0098250273409324,0.24678302262067445,0.5743546790527678,0.9184497068453514,0.5241536705971852,1.016330258626855,0.20921123719045343,0.5812095853936858,0.9033853176112591,Dropout-1,Modeling,ordinal,3,partial,none,Adam,0.001,0.0,0.2
8,0.2672167221705119,0.21930086612701416,0.5192263763039671,0.992629482906896,0.2587337329608564,0.563009213431813,0.9239320794944034,0.5310003803727653,1.0011606679662368,0.2269719358716169,0.5652339292506656,0.9109927729174591,Dropout-1,Modeling,ordinal,3,partial,none,Adam,0.001,0.0,0.2
9,0.2634948293368022,0.21926919122536978,0.5205969694662301,0.9805900979856541,0.2696465775434201,0.5589735780095941,0.926064113302368,0.5336629897299353,0.9906088539144299,0.2262587789846798,0.5591479650057056,0.9140357550399392,Dropout-1,Modeling,ordinal,3,partial,none,Adam,0.001,0.0,0.2
10,0.2580391267935435,0.2154396822055181,0.5295058250209396,0.965711690880451,0.2816071045093113,0.5368917992842458,0.9367242823421914,0.5405096995055154,0.9814857337761795,0.2407426079786328,0.5416508178014454,0.9231647014073793,Dropout-1,Modeling,ordinal,3,partial,none,Adam,0.001,0.0,0.2
11,0.25300872325897217,0.21254193286101022,0.5311048503769131,0.9507891317202366,0.2993817046689333,0.5325515876037463,0.9392370364730069,0.5424115633320654,0.9669848349284641,0.2364334249815693,0.5370863446177254,0.9258273107645493,Dropout-1,Modeling,ordinal,3,partial,none,Adam,0.001,0.0,0.2
12,0.24860835075378418,0.21291635433832803,0.5386431127693596,0.9402027241897792,0.2906425712177439,0.5161044696565903,0.9472321632528744,0.5458349182198554,0.9607078050430078,0.24578677032302376,0.5264359071890453,0.9311525294788893,Dropout-1,Modeling,ordinal,3,partial,none,Adam,0.001,0.0,0.2
